neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Gowanus,40.66838,-73.99325,Entire home/apt,12,0,0.0,1,83,125
Queens,East Elmhurst,40.75906,-73.87771,Private room,1,4,0.41,2,363,78
Manhattan,Chinatown,40.71629,-73.99065999999999,Entire home/apt,2,10,0.54,1,0,175
Brooklyn,Bedford-Stuyvesant,40.68394,-73.94001999999999,Entire home/apt,4,4,1.64,1,196,175
Manhattan,East Harlem,40.79528,-73.9478,Private room,1,91,2.95,1,188,75
Manhattan,Financial District,40.705870000000004,-74.00685,Entire home/apt,29,0,0.0,96,332,167
Brooklyn,Williamsburg,40.70653,-73.93864,Entire home/apt,4,91,3.31,1,212,109
Manhattan,Upper East Side,40.7673,-73.9594,Entire home/apt,1,0,0.0,1,0,100
Brooklyn,Williamsburg,40.70845,-73.9402,Private room,3,7,1.0,1,42,85
Brooklyn,Bushwick,40.68881,-73.92017,Private room,3,5,0.12,1,365,75
Brooklyn,Bushwick,40.68786,-73.91722,Private room,3,95,1.32,8,338,62
Manhattan,Harlem,40.80761,-73.95416,Entire home/apt,1,41,1.56,1,273,160
Brooklyn,Park Slope,40.6748,-73.97736,Entire home/apt,3,4,0.08,1,270,95
Brooklyn,Crown Heights,40.66858,-73.92661,Private room,2,25,2.49,1,179,50
Brooklyn,Crown Heights,40.672309999999996,-73.96032,Private room,2,24,0.3,1,30,90
Brooklyn,Greenpoint,40.720859999999995,-73.94609,Private room,1,0,0.0,1,0,75
Brooklyn,Flatbush,40.652029999999996,-73.9628,Private room,6,1,0.03,1,0,36
Brooklyn,Bushwick,40.702459999999995,-73.91756,Entire home/apt,5,0,0.0,1,0,200
Manhattan,Lower East Side,40.71715,-73.98935999999999,Entire home/apt,8,5,0.07,1,333,110
Manhattan,East Village,40.72912,-73.98355,Entire home/apt,3,39,0.47,1,15,95
Manhattan,Upper West Side,40.79094,-73.97459,Entire home/apt,1,38,2.56,1,86,260
Brooklyn,Bedford-Stuyvesant,40.68547,-73.93209,Entire home/apt,1,2,0.05,1,0,50
Manhattan,Harlem,40.804559999999995,-73.95033000000001,Entire home/apt,3,15,3.21,2,116,115
Manhattan,Upper East Side,40.772529999999996,-73.95789,Entire home/apt,1,9,0.18,1,0,120
Brooklyn,Sunset Park,40.64046,-74.01337,Private room,3,3,0.16,1,0,35
Brooklyn,Bedford-Stuyvesant,40.68889,-73.95406,Private room,2,8,0.17,1,281,80
Queens,Queens Village,40.71059,-73.74515,Entire home/apt,3,25,3.16,1,143,60
Manhattan,West Village,40.73415,-74.00721,Entire home/apt,1,86,2.76,1,236,190
Brooklyn,DUMBO,40.70429,-73.98773,Private room,2,152,3.16,2,166,125
Staten Island,Tompkinsville,40.63183,-74.09268,Private room,2,1,0.12,1,0,100
Manhattan,Hell's Kitchen,40.763000000000005,-73.98911,Private room,2,100,1.31,1,63,85
Manhattan,Hell's Kitchen,40.763220000000004,-73.99354,Private room,2,0,0.0,1,0,66
Manhattan,Lower East Side,40.714729999999996,-73.98841999999999,Private room,3,3,0.04,2,337,115
Manhattan,Harlem,40.82601,-73.93795,Private room,3,0,0.0,1,229,60
Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,2,187,1.97,2,287,99
Brooklyn,Bushwick,40.68161,-73.90618,Private room,2,10,2.61,5,158,53
Manhattan,Upper West Side,40.784659999999995,-73.97276,Entire home/apt,2,128,3.31,1,231,200
Brooklyn,Greenpoint,40.73404,-73.95737,Private room,31,10,0.25,3,193,50
Brooklyn,South Slope,40.66449,-73.99047,Private room,4,65,1.34,1,290,63
Brooklyn,Bedford-Stuyvesant,40.69608,-73.9432,Private room,1,4,0.15,1,0,45
Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,3,26,0.41,2,23,130
Brooklyn,Williamsburg,40.717040000000004,-73.95799,Private room,1,1,1.0,1,44,89
Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,2,430,3.47,1,220,79
Manhattan,Hell's Kitchen,40.76828,-73.98755,Entire home/apt,3,3,3.0,1,42,250
Brooklyn,Bushwick,40.698240000000006,-73.92888,Entire home/apt,30,3,2.65,2,114,198
Manhattan,Harlem,40.812529999999995,-73.93952,Entire home/apt,5,35,1.32,1,1,99
Brooklyn,Williamsburg,40.71152,-73.93902,Private room,3,3,0.14,2,269,110
Brooklyn,Kensington,40.63966,-73.9716,Private room,1,11,0.81,1,0,52
Brooklyn,Bushwick,40.702329999999996,-73.9175,Private room,30,2,0.06,43,229,47
Brooklyn,Williamsburg,40.70717,-73.94622,Entire home/apt,3,7,0.93,3,363,95
Brooklyn,Clinton Hill,40.6943,-73.96916999999999,Shared room,2,4,0.31,1,0,45
Manhattan,SoHo,40.72302,-74.00487,Private room,5,12,0.3,2,0,82
Manhattan,Harlem,40.806459999999994,-73.9517,Private room,2,0,0.0,2,192,1500
Manhattan,Morningside Heights,40.81012,-73.95825,Private room,1,0,0.0,1,0,55
Manhattan,Chinatown,40.715070000000004,-73.99033,Entire home/apt,4,27,0.58,1,0,245
Manhattan,East Harlem,40.79815,-73.93906,Entire home/apt,7,7,0.48,2,0,115
Bronx,Morris Heights,40.848620000000004,-73.92412,Private room,1,3,0.32,1,365,75
Manhattan,Upper East Side,40.76717,-73.95532,Private room,1,202,3.31,2,263,95
Queens,Astoria,40.759159999999994,-73.92541,Entire home/apt,3,0,0.0,1,105,120
Brooklyn,Midwood,40.62636,-73.9627,Private room,2,21,1.47,1,179,50
Manhattan,Midtown,40.752309999999994,-73.98924,Entire home/apt,30,1,0.16,232,322,238
Manhattan,Tribeca,40.71924,-74.01165,Private room,2,2,0.04,1,0,127
Brooklyn,Williamsburg,40.70928,-73.9659,Private room,3,4,0.16,1,0,68
Manhattan,Harlem,40.815509999999996,-73.94915999999999,Private room,2,16,0.44,2,0,119
Manhattan,Washington Heights,40.83558,-73.9404,Private room,2,23,1.43,1,30,38
Manhattan,Hell's Kitchen,40.75645,-73.99404,Entire home/apt,1,207,5.01,1,245,200
Queens,Astoria,40.76444,-73.92607,Entire home/apt,3,7,0.08,1,0,192
Manhattan,Murray Hill,40.74454,-73.97339000000001,Entire home/apt,29,1,0.08,96,365,207
Brooklyn,Crown Heights,40.67302,-73.92134,Shared room,2,1,0.21,5,29,25
Manhattan,Midtown,40.75376,-73.96669,Entire home/apt,3,10,1.86,1,207,350
Manhattan,Upper East Side,40.774229999999996,-73.96561,Entire home/apt,2,1,0.42,1,50,199
Manhattan,West Village,40.73492,-74.00457,Entire home/apt,15,2,0.05,1,31,196
Manhattan,Morningside Heights,40.81535,-73.95862,Entire home/apt,31,15,0.36,1,0,150
Manhattan,Midtown,40.75014,-73.97001,Entire home/apt,30,0,0.0,33,365,175
Manhattan,Financial District,40.70713,-74.01043,Private room,1,13,4.15,1,132,125
Queens,Woodhaven,40.69621,-73.8502,Private room,2,8,0.51,2,96,49
Manhattan,West Village,40.73507,-74.00825999999999,Entire home/apt,2,6,0.18,1,0,239
Manhattan,Kips Bay,40.741279999999996,-73.98069,Entire home/apt,2,93,4.61,1,66,275
Brooklyn,Clinton Hill,40.69347,-73.967,Entire home/apt,2,179,4.18,2,228,173
Brooklyn,East Flatbush,40.64457,-73.94915,Private room,1,3,3.0,2,171,35
Brooklyn,Columbia St,40.68912,-74.00121,Private room,2,61,1.57,1,0,85
Manhattan,Chelsea,40.7404,-73.99853,Entire home/apt,2,0,0.0,1,157,299
Manhattan,East Village,40.72573,-73.98841,Entire home/apt,2,11,1.47,1,102,100
Brooklyn,Brooklyn Heights,40.693000000000005,-73.99374,Entire home/apt,4,0,0.0,1,0,185
Manhattan,East Village,40.72394,-73.98872,Entire home/apt,2,3,0.08,1,0,165
Bronx,Wakefield,40.887640000000005,-73.8558,Entire home/apt,2,38,2.66,1,107,100
Brooklyn,Crown Heights,40.66782,-73.92969000000001,Private room,1,1,0.02,1,0,60
Queens,Elmhurst,40.73366,-73.87651,Private room,2,10,0.98,6,354,77
Manhattan,West Village,40.731390000000005,-74.00452,Entire home/apt,1,0,0.0,1,0,175
Brooklyn,Williamsburg,40.71884,-73.95825,Private room,1,46,5.04,2,52,76
Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,30,30,0.33,11,0,2000
Brooklyn,Bedford-Stuyvesant,40.68441,-73.95099,Shared room,3,0,0.0,2,0,68
Manhattan,Nolita,40.720659999999995,-73.99566,Private room,4,1,0.03,1,0,95
Manhattan,Greenwich Village,40.73389,-73.99335,Entire home/apt,1,0,0.0,1,0,800
Queens,Astoria,40.7655,-73.92169,Entire home/apt,3,21,0.46,2,349,150
Manhattan,Murray Hill,40.74519,-73.97676,Entire home/apt,2,65,4.95,1,92,199
Manhattan,Midtown,40.75979,-73.96444,Entire home/apt,1,36,1.64,1,354,1200
Brooklyn,Flatbush,40.63177,-73.96341,Private room,2,0,0.0,1,0,185
Brooklyn,Sunset Park,40.659240000000004,-73.99685,Shared room,1,5,0.81,2,0,22
Brooklyn,Downtown Brooklyn,40.69899,-73.98653,Entire home/apt,5,0,0.0,1,0,180
Manhattan,West Village,40.728609999999996,-74.0049,Entire home/apt,5,129,1.22,1,286,199
Brooklyn,East Flatbush,40.66189,-73.93309,Private room,1,1,0.59,6,365,99
Brooklyn,Greenpoint,40.721090000000004,-73.94679000000001,Private room,3,1,0.05,1,0,70
Brooklyn,Bedford-Stuyvesant,40.68714,-73.95775,Entire home/apt,5,3,0.06,1,0,144
Brooklyn,Bushwick,40.69782,-73.92025,Entire home/apt,2,14,1.03,2,330,93
Queens,Bayside,40.76189,-73.77349,Entire home/apt,2,7,0.9,1,41,120
Queens,Elmhurst,40.739020000000004,-73.87702,Private room,29,1,0.21,7,35,32
Manhattan,Hell's Kitchen,40.76249,-73.98807,Shared room,1,17,4.77,8,198,65
Manhattan,West Village,40.731190000000005,-74.00615,Entire home/apt,3,20,0.29,1,0,200
Manhattan,Midtown,40.748940000000005,-73.98673000000001,Entire home/apt,5,28,3.13,1,0,170
Manhattan,Midtown,40.75224,-73.96526,Entire home/apt,3,23,2.36,8,326,449
Brooklyn,Park Slope,40.66815,-73.97766999999999,Entire home/apt,5,0,0.0,1,22,395
Manhattan,Chelsea,40.740840000000006,-74.00425,Entire home/apt,5,0,0.0,1,214,180
Queens,Long Island City,40.75509,-73.93703000000001,Entire home/apt,1,2,1.62,10,341,299
Brooklyn,Bushwick,40.698609999999995,-73.91999,Entire home/apt,4,2,0.94,1,34,90
Brooklyn,Crown Heights,40.66681,-73.9549,Private room,2,4,2.26,1,10,45
Brooklyn,Park Slope,40.674409999999995,-73.97614,Entire home/apt,4,7,0.36,1,0,160
Brooklyn,Williamsburg,40.71229,-73.95782,Private room,1,0,0.0,1,0,150
Manhattan,Harlem,40.80637,-73.94282,Entire home/apt,2,0,0.0,1,11,100
Brooklyn,Bedford-Stuyvesant,40.692170000000004,-73.95823,Private room,1,1,0.08,1,0,80
Manhattan,Upper East Side,40.76615,-73.95427,Private room,2,1,0.04,1,0,90
Manhattan,Hell's Kitchen,40.765840000000004,-73.98422,Entire home/apt,30,0,0.0,49,348,225
Manhattan,East Village,40.72487,-73.98125,Entire home/apt,4,3,0.08,1,0,175
Bronx,University Heights,40.85538,-73.91081,Shared room,1,0,0.0,1,0,40
Brooklyn,Williamsburg,40.71112,-73.95796999999999,Private room,14,0,0.0,1,0,85
Manhattan,Upper West Side,40.78922,-73.97398000000001,Entire home/apt,2,8,0.59,1,1,175
Manhattan,Upper East Side,40.77149,-73.95121,Entire home/apt,8,1,0.03,1,0,180
Manhattan,West Village,40.73675,-73.998,Private room,1,13,1.2,2,7,89
Brooklyn,Crown Heights,40.67713,-73.94375,Entire home/apt,3,0,0.0,1,0,175
Brooklyn,Bushwick,40.701879999999996,-73.9258,Private room,1,2,0.61,1,0,43
Queens,Astoria,40.76591,-73.90934,Private room,3,0,0.0,1,78,90
Manhattan,Midtown,40.75732,-73.98142,Entire home/apt,3,14,0.74,3,89,350
Manhattan,Harlem,40.82066,-73.95259,Entire home/apt,3,25,0.63,1,0,225
Brooklyn,Williamsburg,40.71622,-73.95364000000001,Private room,1,13,0.93,2,0,70
Manhattan,Kips Bay,40.743179999999995,-73.97916,Entire home/apt,2,0,0.0,1,254,800
Queens,St. Albans,40.696059999999996,-73.77311,Private room,1,0,0.0,1,179,125
Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,14,1,0.16,1,14,90
Brooklyn,Canarsie,40.64116,-73.88346,Entire home/apt,3,3,0.43,1,85,125
Manhattan,Hell's Kitchen,40.7718,-73.99421,Entire home/apt,1,4,1.01,1,3,170
Brooklyn,Williamsburg,40.71852,-73.94165,Entire home/apt,365,0,0.0,1,363,240
Brooklyn,Greenpoint,40.72998,-73.95649,Entire home/apt,7,2,0.13,1,23,480
Brooklyn,Park Slope,40.6675,-73.97694,Entire home/apt,1,5,0.18,2,0,120
Brooklyn,Cypress Hills,40.67842,-73.88768,Entire home/apt,3,64,3.41,2,287,155
Manhattan,Upper West Side,40.78461,-73.97787,Private room,30,4,0.17,3,185,53
Manhattan,Morningside Heights,40.80392,-73.96556,Private room,1,52,6.14,4,31,120
Manhattan,Upper East Side,40.76327,-73.9612,Entire home/apt,6,5,0.21,1,0,180
Manhattan,Harlem,40.80688,-73.94932,Private room,3,1,0.02,3,177,90
Manhattan,SoHo,40.727740000000004,-74.00326,Private room,2,17,1.73,1,0,135
Manhattan,Midtown,40.764,-73.98033000000001,Entire home/apt,2,0,0.0,1,0,550
Manhattan,Midtown,40.75775,-73.97955999999999,Entire home/apt,7,14,0.98,1,85,300
Queens,Long Island City,40.76506,-73.93234,Entire home/apt,15,1,0.06,1,0,65
Manhattan,Lower East Side,40.71281,-73.98705,Entire home/apt,4,68,2.54,1,44,169
Manhattan,Chinatown,40.714890000000004,-73.991,Private room,1,0,0.0,1,0,100
Brooklyn,Bedford-Stuyvesant,40.6886,-73.95906,Entire home/apt,2,0,0.0,1,0,99
Brooklyn,Flatlands,40.62515,-73.94409,Entire home/apt,1,21,2.26,1,82,85
Bronx,Allerton,40.86886,-73.84915,Entire home/apt,2,1,1.0,1,175,140
Manhattan,Upper West Side,40.798159999999996,-73.97178000000001,Entire home/apt,2,1,0.03,1,0,175
Brooklyn,East New York,40.67163,-73.88898,Entire home/apt,1,51,3.81,1,107,100
Manhattan,Upper East Side,40.7836,-73.95093,Entire home/apt,7,29,0.46,1,3,303
Manhattan,Upper West Side,40.79053,-73.96956,Entire home/apt,5,8,0.12,1,9,199
Manhattan,Theater District,40.76125,-73.98167,Entire home/apt,3,4,2.5,1,3,400
Brooklyn,Bedford-Stuyvesant,40.69319,-73.95473,Private room,6,0,0.0,2,67,60
Brooklyn,East Flatbush,40.65132,-73.9452,Private room,7,1,0.58,9,106,40
Brooklyn,Bedford-Stuyvesant,40.6882,-73.94645,Entire home/apt,5,3,0.04,1,0,115
Bronx,Unionport,40.83121,-73.8483,Entire home/apt,2,1,0.06,2,342,450
Manhattan,Hell's Kitchen,40.76337,-73.98576,Private room,5,98,1.73,1,48,130
Manhattan,SoHo,40.727090000000004,-74.00447,Private room,3,20,1.08,2,239,175
Brooklyn,Crown Heights,40.672940000000004,-73.9581,Entire home/apt,1,3,0.08,1,0,113
Manhattan,Upper East Side,40.78208,-73.959,Entire home/apt,19,0,0.0,1,0,500
Manhattan,Inwood,40.864959999999996,-73.9262,Entire home/apt,3,15,0.27,1,0,100
Brooklyn,Bedford-Stuyvesant,40.68295,-73.91553,Entire home/apt,1,2,2.0,1,92,97
Manhattan,Chelsea,40.74398,-73.99624,Entire home/apt,6,127,1.68,2,303,499
Manhattan,West Village,40.736740000000005,-74.00411,Private room,3,1,0.51,2,123,180
Queens,Ozone Park,40.67801,-73.8459,Entire home/apt,2,51,2.22,1,295,110
Manhattan,East Harlem,40.78714,-73.94114,Private room,2,6,0.37,1,0,65
Manhattan,Upper West Side,40.79838,-73.97076,Private room,5,0,0.0,3,0,240
Manhattan,Harlem,40.81566,-73.93914000000001,Private room,3,5,0.22,1,0,50
Brooklyn,Bedford-Stuyvesant,40.693740000000005,-73.95640999999999,Entire home/apt,4,22,1.49,34,309,265
Manhattan,Washington Heights,40.84345,-73.9422,Private room,2,0,0.0,1,0,100
Manhattan,Harlem,40.8285,-73.94219,Private room,1,2,2.0,3,325,55
Manhattan,Hell's Kitchen,40.76416,-73.98685,Private room,1,1,0.22,1,0,100
Manhattan,Upper East Side,40.77012,-73.95777,Entire home/apt,1,0,0.0,1,0,200
Brooklyn,Sheepshead Bay,40.58747,-73.9587,Entire home/apt,1,42,2.11,1,28,80
Brooklyn,Cypress Hills,40.68522,-73.873,Private room,3,2,0.42,3,180,125
Manhattan,Upper East Side,40.775690000000004,-73.95201999999999,Entire home/apt,7,3,0.06,1,0,140
Brooklyn,Fort Greene,40.688190000000006,-73.97258000000001,Entire home/apt,35,5,0.05,1,135,130
Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,3,136,3.65,1,47,79
Brooklyn,Bushwick,40.68994,-73.90526,Private room,1,8,3.08,1,106,65
Brooklyn,Bushwick,40.6907,-73.91157,Private room,30,0,0.0,103,269,40
Queens,Flushing,40.744279999999996,-73.8333,Private room,1,76,1.46,8,25,65
Manhattan,Upper West Side,40.78363,-73.97797,Entire home/apt,3,58,0.7,1,341,349
Brooklyn,Bedford-Stuyvesant,40.68627,-73.94106,Entire home/apt,2,24,1.14,1,10,130
Brooklyn,Gravesend,40.598459999999996,-73.99175,Entire home/apt,60,0,0.0,2,87,85
Brooklyn,Park Slope,40.67918,-73.97659,Private room,24,0,0.0,1,44,49
Manhattan,Greenwich Village,40.73539,-73.99547,Entire home/apt,5,45,2.36,1,203,485
Manhattan,Hell's Kitchen,40.753809999999994,-73.99491,Entire home/apt,2,0,0.0,1,0,205
Manhattan,Harlem,40.80731,-73.94516,Private room,30,0,0.0,6,198,53
Brooklyn,Bedford-Stuyvesant,40.68408,-73.92498,Private room,28,9,0.35,4,189,85
Manhattan,Upper East Side,40.77775,-73.95361,Shared room,1,6,0.16,2,0,75
Manhattan,Hell's Kitchen,40.75541,-73.99634,Private room,1,17,2.34,30,354,199
Manhattan,Midtown,40.753,-73.97364,Private room,2,3,0.16,13,327,252
Brooklyn,Crown Heights,40.66725,-73.95017,Private room,3,45,3.33,1,135,70
Manhattan,East Village,40.7277,-73.98362,Entire home/apt,1,38,3.27,2,101,140
Manhattan,Hell's Kitchen,40.76206,-73.99775,Entire home/apt,3,2,0.14,1,0,300
Manhattan,Washington Heights,40.84198,-73.93816,Private room,2,1,0.03,1,0,40
Brooklyn,Bedford-Stuyvesant,40.68674,-73.93845,Entire home/apt,9,27,0.37,1,23,182
Brooklyn,Midwood,40.623509999999996,-73.95509,Private room,1,2,2.0,3,330,120
Brooklyn,Crown Heights,40.678059999999995,-73.94459,Entire home/apt,1,2,0.08,1,0,88
Brooklyn,Greenpoint,40.72207,-73.94226,Private room,1,82,4.12,3,43,70
Manhattan,Washington Heights,40.84154,-73.93766,Entire home/apt,5,0,0.0,1,260,260
Brooklyn,Park Slope,40.68193,-73.97636,Entire home/apt,2,122,1.98,2,351,330
Brooklyn,Sunset Park,40.66154,-73.99158,Entire home/apt,9,0,0.0,1,16,109
Manhattan,Upper West Side,40.78629,-73.98056,Entire home/apt,7,0,0.0,1,0,200
Brooklyn,Williamsburg,40.71515,-73.93706,Entire home/apt,3,2,0.06,1,0,150
Manhattan,Washington Heights,40.856790000000004,-73.932,Private room,2,60,1.79,1,60,60
Manhattan,Upper West Side,40.7795,-73.98258,Entire home/apt,4,2,0.05,1,0,175
Brooklyn,Prospect Heights,40.67426,-73.96585999999999,Private room,2,13,0.26,1,0,150
Manhattan,Harlem,40.82434,-73.94979000000001,Private room,7,3,0.1,1,53,42
Brooklyn,Flatbush,40.64396,-73.96328000000001,Private room,1,138,3.36,2,122,60
Manhattan,Harlem,40.80862,-73.94516,Entire home/apt,3,141,2.0,3,258,185
Manhattan,Hell's Kitchen,40.76146,-73.9896,Private room,5,5,0.13,1,0,160
Brooklyn,Bushwick,40.70138,-73.9187,Entire home/apt,2,6,0.33,1,0,75
Bronx,Wakefield,40.88855,-73.85127,Private room,7,12,0.55,1,0,50
Manhattan,Financial District,40.707809999999995,-74.00525,Entire home/apt,29,1,1.0,327,339,179
Brooklyn,Bedford-Stuyvesant,40.68851,-73.9574,Private room,3,9,0.18,1,0,60
Manhattan,Midtown,40.76548,-73.98035,Entire home/apt,1,13,0.71,5,65,365
Manhattan,West Village,40.738240000000005,-74.00027,Entire home/apt,3,45,1.05,1,0,175
Manhattan,Greenwich Village,40.735240000000005,-73.99259,Entire home/apt,3,2,1.3,1,1,225
Brooklyn,Greenpoint,40.721070000000005,-73.943,Entire home/apt,30,6,0.2,8,176,109
Manhattan,Kips Bay,40.74512,-73.97921,Private room,4,6,0.39,2,0,81
Brooklyn,Flatbush,40.64767,-73.96236,Private room,1,7,0.85,1,133,75
Manhattan,Upper East Side,40.76051,-73.96083,Entire home/apt,3,62,1.1,1,50,145
Brooklyn,Bedford-Stuyvesant,40.68156,-73.92036,Entire home/apt,2,70,4.48,1,309,149
Brooklyn,Windsor Terrace,40.64813,-73.97237,Private room,1,66,1.38,3,228,45
Manhattan,Washington Heights,40.84347,-73.93978,Private room,7,41,0.8,1,87,200
Manhattan,West Village,40.738490000000006,-74.00589000000001,Entire home/apt,3,159,3.4,1,132,225
Brooklyn,Greenpoint,40.72456,-73.94343,Entire home/apt,30,7,0.11,52,189,129
Bronx,Wakefield,40.88798,-73.86474,Private room,1,5,3.13,1,62,35
Manhattan,Washington Heights,40.8349,-73.94829,Entire home/apt,3,36,1.13,1,5,150
Brooklyn,Prospect-Lefferts Gardens,40.6637,-73.94644,Entire home/apt,5,0,0.0,1,0,100
Manhattan,Midtown,40.76365,-73.98149000000001,Private room,4,0,0.0,1,0,350
Queens,Astoria,40.76273,-73.90579,Entire home/apt,1,196,3.44,1,316,96
Brooklyn,Williamsburg,40.70754,-73.94228000000001,Private room,1,6,1.28,1,200,95
Manhattan,Financial District,40.70645,-74.01175,Entire home/apt,2,9,2.6,327,277,256
Brooklyn,Prospect-Lefferts Gardens,40.65656,-73.95572,Entire home/apt,4,9,0.25,1,0,85
Manhattan,Upper East Side,40.77473,-73.94859,Private room,2,11,0.19,1,240,69
Brooklyn,Flatbush,40.65333,-73.96552,Entire home/apt,3,0,0.0,3,0,350
Brooklyn,Gowanus,40.67753,-73.99084,Entire home/apt,30,1,1.0,1,1,110
Brooklyn,Fort Greene,40.69014,-73.97346999999999,Entire home/apt,5,10,0.27,2,21,495
Brooklyn,Bedford-Stuyvesant,40.6792,-73.91411,Private room,2,4,2.14,5,164,58
Brooklyn,East Flatbush,40.64902,-73.9286,Private room,1,15,0.76,2,269,45
Manhattan,Hell's Kitchen,40.760529999999996,-73.99809,Entire home/apt,30,0,0.0,18,365,748
Manhattan,SoHo,40.724509999999995,-74.00385,Entire home/apt,2,3,0.73,1,0,132
Brooklyn,Bushwick,40.69465,-73.92675,Entire home/apt,30,10,0.16,1,26,67
Manhattan,East Village,40.73065,-73.98523,Entire home/apt,2,18,3.88,1,5,88
Brooklyn,Gowanus,40.68112,-73.98921,Entire home/apt,7,4,0.17,1,72,475
Manhattan,SoHo,40.7205,-73.9986,Entire home/apt,2,3,0.08,1,0,259
Manhattan,Harlem,40.82499,-73.94488,Entire home/apt,14,1,0.05,1,0,150
Queens,Maspeth,40.737590000000004,-73.89704,Private room,1,8,4.44,4,234,35
Manhattan,Chinatown,40.716609999999996,-73.99275,Entire home/apt,30,1,1.0,1,339,176
Brooklyn,Williamsburg,40.71369,-73.96625999999999,Entire home/apt,3,2,0.98,1,5,109
Brooklyn,Williamsburg,40.70883,-73.94242,Private room,1,21,1.46,1,0,60
Manhattan,Chelsea,40.743390000000005,-73.99642,Entire home/apt,2,139,3.73,1,221,450
Queens,Fresh Meadows,40.7385,-73.79145,Private room,1,32,7.5,5,28,55
Manhattan,Harlem,40.82744,-73.94707,Private room,2,86,4.01,1,97,50
Brooklyn,Prospect Heights,40.67915,-73.97125,Entire home/apt,3,2,0.09,4,189,215
Manhattan,East Village,40.7293,-73.98283,Private room,3,1,0.04,1,0,100
Manhattan,Two Bridges,40.71217,-73.99483000000001,Private room,1,41,5.97,3,2,75
Manhattan,Chinatown,40.71694,-74.00076,Entire home/apt,3,0,0.0,1,0,150
Brooklyn,Greenpoint,40.733509999999995,-73.95459,Entire home/apt,3,0,0.0,2,280,245
Brooklyn,Williamsburg,40.70767,-73.94821,Private room,14,0,0.0,1,0,70
Bronx,Fordham,40.86249,-73.89234,Private room,3,1,1.0,8,180,39
Queens,Kew Gardens Hills,40.72617,-73.81178,Entire home/apt,2,0,0.0,1,76,110
Brooklyn,Bedford-Stuyvesant,40.68612,-73.94384000000001,Entire home/apt,2,100,2.52,1,296,145
Brooklyn,Downtown Brooklyn,40.69858,-73.98595,Private room,75,6,0.17,3,0,100
Brooklyn,Clinton Hill,40.68458,-73.96805,Entire home/apt,365,1,0.09,2,0,89
Manhattan,East Village,40.72325,-73.98336,Private room,14,14,0.24,2,0,120
Queens,Richmond Hill,40.70171,-73.82788000000001,Entire home/apt,2,162,2.45,1,302,65
Manhattan,Murray Hill,40.74921,-73.97395,Entire home/apt,2,6,1.55,327,81,308
Queens,Long Island City,40.74391,-73.95461,Entire home/apt,2,0,0.0,1,0,120
